Banco;id;title;text;url;media_id;published_on;created_at;user;user_id;user_image;attached_image_url;social_media;social_media_custom_name;search_term;polarization;reach;latitude;longitude;gender
Brasil;153;Twitter - Palavra chave;gisele faz a transferància socorro #SuperBowl;http://twitter.com/slimaduda/statuses/960351402425020416;960351402425020416;2018-02-05 01:16:31 -0200;2018-02-05 01:34:32 -0200;slimaduda;310557056;https://pbs.twimg.com/profile_images/951282269087522818/wPqFukfL_normal.jpg;;twitter;;superbowl;negativa;297;-30.0346316;-51.2176986;F
Brasil;154;Twitter - Palavra chave;RT @SeriesBrasil: Daqui a pouco depois do #SuperBowl tem a sÇrie de drama do milànio, pode entrar #ThisIsUs https://t.co/iPIXMOpuUT;http://twitter.com/everythingofcl/statuses/960351402538258433;960351402538258433;2018-02-05 01:16:31 -0200;2018-02-05 01:34:31 -0200;everythingofcl;863973421226569728;https://pbs.twimg.com/profile_images/959840798677307393/yqkZVlP9_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPB3tOWkAA5ZIK.jpg;twitter;;superbowl;negativa;45;;;
Brasil;155;Twitter - Palavra chave;RT @bchartsnet: Mesmo ap¢s 1 ano, Halftime Show do #SuperBowl de Lady Gaga continua sendo aclamado: ?Deveriam trazer Lady Gaga de volta tod?;http://twitter.com/erandivicente_/statuses/960351403330953216;960351403330953216;2018-02-05 01:16:31 -0200;2018-02-05 01:24:52 -0200;erandivicente_;3884251643;https://pbs.twimg.com/profile_images/960187440102363136/Q5KD5nve_normal.jpg;;twitter;;"""super bowl""";negativa;140;-8.0578381;-34.8828969;
Brasil;156;Twitter - Palavra chave;RT @Esp_Interativo: O @Eagles Tµ MUITO PERTO DE UMA VIT‡RIA HIST‡RICA!   #SuperBowl  #FlyEaglesFly https://t.co/DJKZOq7bAP;http://twitter.com/danielscosta99/statuses/960351403712696322;960351403712696322;2018-02-05 01:16:31 -0200;2018-02-05 01:34:27 -0200;danielscosta99;2479178572;https://pbs.twimg.com/profile_images/950612506665541632/ecX3t6XR_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPZu1tW0AA0kTG.jpg;twitter;;superbowl;positiva;396;-19.1834229;-40.3088626;M
Brasil;157;Twitter - Palavra chave;RT @PatriotsBrazil: Que merda foi essa??? Poder°amos ter comeáado na linha de 25 jardas, mas vamos comeáar na de 8. :triumph: #SuperBowlnaESPN #Sup?;http://twitter.com/mv6ix/statuses/960351396334841857;960351396334841857;2018-02-05 01:16:30 -0200;2018-02-05 01:34:40 -0200;mv6ix;796078858973888513;https://pbs.twimg.com/profile_images/960286314682814467/71pCabGQ_normal.jpg;;twitter;;superbowl;negativa;616;20.593684;78.96288;
Brasil;158;Twitter - Palavra chave;RT @gguimaraes_1: Chegamos no super bowl com nossa defesa sendo a pior do campeonato kkkkkkk;http://twitter.com/f_agustoss/statuses/960351400223035393;960351400223035393;2018-02-05 01:16:30 -0200;2018-02-05 01:24:52 -0200;f_agustoss;964161493;https://pbs.twimg.com/profile_images/956618938003214337/Dlly-MSW_normal.jpg;;twitter;;"""super bowl""";negativa;134;;;M
Brasil;159;Instagram (comment);Meus Deus S¢ falta ajuelhar e e do Meu Eagles :sob:??;http://www.instagram.com/p/BezHL_GF2IG/#17891732476171742;17891732476171742;2018-02-05 01:16:30 -0200;2018-02-05 01:18:29 -0200;lluanmor;4183865650;https://scontent.cdninstagram.com/vp/7c9d18a50d905aa1810cd21e57296f3e/5B087300/t51.2885-19/s150x150/26867164_1581141738636937_8461255464846360576_n.jpg;;instagram_public_user;NFL;;neutra;1;;;
Brasil;160;Twitter - Palavra chave;QUE JOGO! NFL SUA LINDA #SuperBowl #SuperBowlnaESPN;http://twitter.com/Rafael__dantas/statuses/960351400004907010;960351400004907010;2018-02-05 01:16:30 -0200;2018-02-05 01:34:37 -0200;Rafael__dantas;92860920;https://pbs.twimg.com/profile_images/948354850299039744/faWFbVpw_normal.jpg;;twitter;;superbowl;neutra;777;-22.9068467;-43.1728965;M
Brasil;161;Twitter - Palavra chave;RT @infinityavngers: a cara da gisele de quem vai barrar transa hoje #gopats #SuperBowl;http://twitter.com/sarhlt/statuses/960351398159319040;960351398159319040;2018-02-05 01:16:30 -0200;2018-02-05 01:34:38 -0200;sarhlt;174741694;https://pbs.twimg.com/profile_images/955603624356392961/LpajWz3N_normal.jpg;;twitter;;superbowl;neutra;542;-22.422971;-45.4602511;
Brasil;162;Twitter - Palavra chave;RT @cartoleiros: S¢ o Eg°dio pra acertar esse  bic∆o no #SuperBowl;http://twitter.com/Yandrick_crvg/statuses/960351396427116545;960351396427116545;2018-02-05 01:16:30 -0200;2018-02-05 01:34:39 -0200;Yandrick_crvg;375316790;https://pbs.twimg.com/profile_images/955104517506428929/hsAMb91c_normal.jpg;;twitter;;superbowl;neutra;2610;-22.9068467;-43.1728965;
Brasil;163;Twitter - Palavra chave;Que doidera esse jogo!  #SuperBowl;http://twitter.com/Alekassiaa/statuses/960351394216792064;960351394216792064;2018-02-05 01:16:29 -0200;2018-02-05 01:34:44 -0200;Alekassiaa;174304031;https://pbs.twimg.com/profile_images/890275189090652160/ip48cPH4_normal.jpg;;twitter;;superbowl;neutra;109;-7.263901300000001;-36.2414091;F
Brasil;164;Twitter - Palavra chave;Sobre esse final do #SuperBowl https://t.co/XeYyBQD9u9;http://twitter.com/shedon_/statuses/960351396221607937;960351396221607937;2018-02-05 01:16:29 -0200;2018-02-05 01:34:41 -0200;shedon_;48019429;https://pbs.twimg.com/profile_images/736960521656774656/gBEKEVMF_normal.jpg;https://pbs.twimg.com/media/DVPafvGWkAU3M7U.jpg;twitter;;superbowl;negativa;225;;;
Brasil;165;Twitter - Palavra chave;RT @NFLBrasil: Que momento para a defesa do @Eagles aparecer: FUMBLE de Brandon Graham!! #NFLBrasil #SuperBowl #FlyEaglesFly https://t.co/h?;http://twitter.com/falatuJohn/statuses/960351394401275904;960351394401275904;2018-02-05 01:16:29 -0200;2018-02-05 01:19:58 -0200;falatuJohn;716412016085352455;https://pbs.twimg.com/profile_images/949131383443607553/LQ3-8YGK_normal.jpg;;twitter;;@NFLBrasil;negativa;594;-22.9068467;-43.1728965;
Brasil;166;Twitter - Palavra chave;Esse sim aguento que digam que Ç o melhor Super Bowl de todos os tempos.;http://twitter.com/PedroLiguori/statuses/960351396196442113;960351396196442113;2018-02-05 01:16:29 -0200;2018-02-05 01:24:53 -0200;PedroLiguori;59699846;https://pbs.twimg.com/profile_images/803547500263010308/DECdmUWy_normal.jpg;;twitter;;"""super bowl""";positiva;274;-23.5500;-46.6333;M
Brasil;167;Twitter - Palavra chave;RT @ChartsBrunoM: Relembre: Bruno Mars com apenas 6 anos de carreira retornava ao palco do Super Bowl pela segunda vez com uma incr°vel per?;http://twitter.com/BrunoPMars/statuses/960351393742663680;960351393742663680;2018-02-05 01:16:29 -0200;2018-02-05 01:24:53 -0200;BrunoPMars;2596893912;https://pbs.twimg.com/profile_images/953045953795141632/W7DnzxdA_normal.jpg;;twitter;;"""super bowl""";positiva;702;-9.189967;-75.015152;
Brasil;168;Twitter - Palavra chave;RT @Esp_Interativo: O @Eagles Tµ MUITO PERTO DE UMA VIT‡RIA HIST‡RICA!   #SuperBowl  #FlyEaglesFly https://t.co/DJKZOq7bAP;http://twitter.com/AlehAmazon/statuses/960351394841681920;960351394841681920;2018-02-05 01:16:29 -0200;2018-02-05 01:34:43 -0200;AlehAmazon;33600192;https://pbs.twimg.com/profile_images/775020635676299264/szWoIBrM_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPZu1tW0AA0kTG.jpg;twitter;;superbowl;positiva;959;-3.1190275;-60.0217314;M
Brasil;169;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/Gabrielsooares9/statuses/960351393851813889;960351393851813889;2018-02-05 01:16:29 -0200;2018-02-05 01:34:45 -0200;Gabrielsooares9;708472703125209089;https://pbs.twimg.com/profile_images/954364803493040129/-mlZfRo4_normal.jpg;;twitter;;superbowl;positiva;462;;;M
Brasil;170;Twitter - Palavra chave;RT @Esp_Interativo: O @Eagles Tµ MUITO PERTO DE UMA VIT‡RIA HIST‡RICA!   #SuperBowl  #FlyEaglesFly https://t.co/DJKZOq7bAP;http://twitter.com/_leilanesousa/statuses/960351392132227072;960351392132227072;2018-02-05 01:16:29 -0200;2018-02-05 01:34:46 -0200;_leilanesousa;590589624;https://pbs.twimg.com/profile_images/957394398051995648/NfSUdH8Z_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPZu1tW0AA0kTG.jpg;twitter;;superbowl;positiva;305;-3.1190275;-60.0217314;
Brasil;171;Twitter - Palavra chave;RT @Happy_Endlich: Eu no fim desse jogo.  #SuperBowlnaESPN #SuperBowlˇ #FlyEaglesFly https://t.co/O36iP1y1Hm;http://twitter.com/PedroPh33092/statuses/960351388726366208;960351388726366208;2018-02-05 01:16:28 -0200;2018-02-05 01:34:52 -0200;PedroPh33092;2739493601;https://pbs.twimg.com/profile_images/498630055447519232/TUEjwpkb_normal.jpeg;https://pbs.twimg.com/media/DVPaVRNWkAAuBGi.jpg;twitter;;superbowl;negativa;15;;;M
Brasil;172;Twitter - Palavra chave;AlguÇm a° falou em SuperBowl?    https://t.co/ZLrjVBvlc9 #SuperBowl;http://twitter.com/MattMyller/statuses/960351388772569088;960351388772569088;2018-02-05 01:16:28 -0200;2018-02-05 01:34:50 -0200;MattMyller;2750782685;https://pbs.twimg.com/profile_images/947646154543689729/O8NJ0U6R_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/CwRw5n2UIAEKoVk.jpg;twitter;;superbowl;negativa;70;-8.0578381;-34.8828969;
Brasil;173;Twitter - Palavra chave;Puta que pariu #SuperBowlnaESPN  #SuperBowl;http://twitter.com/umguribonito/statuses/960351390911561728;960351390911561728;2018-02-05 01:16:28 -0200;2018-02-05 01:34:48 -0200;umguribonito;807191468062494720;https://pbs.twimg.com/profile_images/937655328178626561/ZKtj426R_normal.jpg;;twitter;;superbowl;negativa;69;;;M
Brasil;174;Twitter - Palavra chave;CARALHO EU VOU MORRER DO CORAÄ«O #SuperBowl #FlyEaglesFly #SuperBowlNaESPN;http://twitter.com/liajuvino/statuses/960351391129759744;960351391129759744;2018-02-05 01:16:28 -0200;2018-02-05 01:34:47 -0200;liajuvino;1323212616;https://pbs.twimg.com/profile_images/957024363827662851/7CxED0lU_normal.jpg;;twitter;;superbowl;negativa;268;-23.8916151;-46.4244141;F
Brasil;175;Twitter - Palavra chave;RT @fifa_depressao: TOM BRADY PARECE O MESSI.... NA COPA AMêRICA  #SuperBowl;http://twitter.com/mv6ix/statuses/960351391213637633;960351391213637633;2018-02-05 01:16:28 -0200;2018-02-05 01:34:47 -0200;mv6ix;796078858973888513;https://pbs.twimg.com/profile_images/960286314682814467/71pCabGQ_normal.jpg;;twitter;;superbowl;negativa;616;20.593684;78.96288;
Brasil;176;Twitter - Palavra chave;RT @NFLBrasil: Assim foi a montagem e desmontagem do palco para o show do intervalo do Justin Timberlake! :scream: #NFLBrasil #SuperBowl https://t?;http://twitter.com/strangerflints/statuses/960351388260798466;960351388260798466;2018-02-05 01:16:28 -0200;2018-02-05 01:19:59 -0200;strangerflints;757412294225719296;https://pbs.twimg.com/profile_images/945843955975049216/Z-3eI5KX_normal.jpg;;twitter;;@NFLBrasil;neutra;11948;;;
Brasil;177;Twitter - Palavra chave;RT @forumpandlr: Super Bowl de P!nk Ç aclamado pela m°dia. https://t.co/iucCeGDS2b https://t.co/8ZQoP2nqeb;http://twitter.com/ninguemerecewif/statuses/960351389871497216;960351389871497216;2018-02-05 01:16:28 -0200;2018-02-05 01:24:54 -0200;ninguemerecewif;3808481247;https://pbs.twimg.com/profile_images/880677889506762752/5rxnzt_q_normal.jpg;https://pbs.twimg.com/media/DVPPukwXcAA_4pF.jpg;twitter;;"""super bowl""";neutra;1766;;;
Brasil;178;Twitter - Palavra chave;RT @traulitada: A PIADA DO EAGLES SEM SUPER BOWL VAI ACABAR? VAI..  MAS O PALMEIRAS CONTINUA SEM MUNDIAL MESMO;http://twitter.com/ElaineMasson/statuses/960351389380685825;960351389380685825;2018-02-05 01:16:28 -0200;2018-02-05 01:24:55 -0200;ElaineMasson;490331168;https://pbs.twimg.com/profile_images/902333944602996736/jYUdXPCj_normal.jpg;;twitter;;"""super bowl""";neutra;3078;-27.1009343;-52.615699;F
Brasil;179;Twitter - Palavra chave;#TimeOut @Eagles gastando seu terceiro #TO no segundo tempo #GoPats #PatsNation #NotDone #SuperBowl #PHIvsNE;http://twitter.com/W4ND3K0/statuses/960351390769057793;960351390769057793;2018-02-05 01:16:28 -0200;2018-02-05 01:34:48 -0200;W4ND3K0;173307574;https://pbs.twimg.com/profile_images/764224607234641921/eyu2s8lU_normal.jpg;;twitter;;superbowl;neutra;156;-17.3488693;-44.9468088;M
Brasil;180;Twitter - Palavra chave;RT @cartoleiros: S¢ o Eg°dio pra acertar esse  bic∆o no #SuperBowl;http://twitter.com/iamborbaCRF/statuses/960351389426880514;960351389426880514;2018-02-05 01:16:28 -0200;2018-02-05 01:34:49 -0200;iamborbaCRF;4883709837;https://pbs.twimg.com/profile_images/913191303608926213/uTFqa62l_normal.jpg;;twitter;;superbowl;neutra;649;-22.9068467;-43.1728965;
Brasil;181;Twitter - Palavra chave;Q SUPERBOWL ê ESSE MEUS AMIGOS;http://twitter.com/Brunolopees17/statuses/960351388755742722;960351388755742722;2018-02-05 01:16:28 -0200;2018-02-05 01:34:51 -0200;Brunolopees17;4855016345;https://pbs.twimg.com/profile_images/876933563777765376/Q3UIJGQ-_normal.jpg;;twitter;;superbowl;neutra;118;-19.9166813;-43.9344931;
Brasil;182;Twitter - Palavra chave;O time do Patriots Ç da Argentina... Vai fazer cera assim na casa do krl  #SuperBowl;http://twitter.com/bcWemerson/statuses/960351388554465280;960351388554465280;2018-02-05 01:16:28 -0200;2018-02-05 01:34:52 -0200;bcWemerson;2284001032;https://pbs.twimg.com/profile_images/950843391113342978/9n3W1uUq_normal.jpg;;twitter;;superbowl;neutra;72;35.86166;104.195397;
Brasil;183;Twitter - Palavra chave;RT @oQuarterback: Tom Brady com 506 jardas de passe, quebra o recorde do Super Bowl de mais jardas de passe em um £nico jogo (que j† era de?;http://twitter.com/ttk_diias/statuses/960351387342303232;960351387342303232;2018-02-05 01:16:27 -0200;2018-02-05 01:24:55 -0200;ttk_diias;2534918548;https://pbs.twimg.com/profile_images/955277186973528064/9pIu0IIu_normal.jpg;;twitter;;"""super bowl""";neutra;2729;-22.8858975;-43.1152211;
Brasil;184;Twitter - Palavra chave;Justin Timberlake faz tributo polàmico a Prince no Super Bowl https://t.co/1eFYz780BV;http://twitter.com/vonivar/statuses/960351385710727170;960351385710727170;2018-02-05 01:16:27 -0200;2018-02-05 01:24:55 -0200;vonivar;10710422;https://pbs.twimg.com/profile_images/829884063926382592/6XdHAVIl_normal.jpg;;twitter;;"""super bowl""";neutra;2834;-16.6868912;-49.2647943;
Brasil;185;Twitter - Palavra chave;#SuperBowl 52 @ 13secs.....ummm:popcorn::popcorn::popcorn:;http://twitter.com/justsayfrank/statuses/960351386020888576;960351386020888576;2018-02-05 01:16:27 -0200;2018-02-05 01:34:56 -0200;justsayfrank;303407077;https://pbs.twimg.com/profile_images/657166616774447104/KXwhYHZ5_normal.jpg;;twitter;;superbowl;neutra;159;6.428055;-9.429499000000002;M
Brasil;186;Twitter - Palavra chave;Acho q alguem vai dormir no sof† :eyes::thinking_face::thinking_face: #SuperBowlnaESPN #SuperBowl;http://twitter.com/CasacaoCRVG/statuses/960351384154624000;960351384154624000;2018-02-05 01:16:27 -0200;2018-02-05 01:35:00 -0200;CasacaoCRVG;2337363858;https://pbs.twimg.com/profile_images/955209782763442176/PGk-9Ns5_normal.jpg;;twitter;;superbowl;neutra;409;;;
Brasil;187;Twitter - Palavra chave;como que n∆o instalaram adblock no superbowl ainda;http://twitter.com/Palasemple/statuses/960351385027039232;960351385027039232;2018-02-05 01:16:27 -0200;2018-02-05 01:34:59 -0200;Palasemple;919092927489609728;https://pbs.twimg.com/profile_images/944362703832932353/dTaRApqZ_normal.jpg;;twitter;;superbowl;negativa;170;;;
Brasil;188;Twitter - Palavra chave;RT @PatriotsBrazil: Os #Patriots ainda v∆o receber a bola novamente. Inacredit†vel! Vamos que vamos! AtÇ o fim! DESISTIR JAMAIS! #GoPats #S?;http://twitter.com/mv6ix/statuses/960351386427887616;960351386427887616;2018-02-05 01:16:27 -0200;2018-02-05 01:34:55 -0200;mv6ix;796078858973888513;https://pbs.twimg.com/profile_images/960286314682814467/71pCabGQ_normal.jpg;;twitter;;superbowl;negativa;616;20.593684;78.96288;
Brasil;189;Twitter - Palavra chave;RT @Tathi_ana_: Brasileiro Ç estranho, comenta basquete e Superbowl do Brasil mas quando se muda pros EUA assina a Globo pra acompanhar fut?;http://twitter.com/andersoncastelo/statuses/960351386847367168;960351386847367168;2018-02-05 01:16:27 -0200;2018-02-05 01:34:54 -0200;andersoncastelo;27010615;https://pbs.twimg.com/profile_images/869202975624974337/kG_GiEbD_normal.jpg;;twitter;;superbowl;negativa;407;-22.9068467;-43.1728965;
Brasil;190;Twitter - Palavra chave;PQP! Brady t† morto demais!!!!! J† era Pats :tired_face::tired_face::tired_face: #SuperBowl;http://twitter.com/tatymartinss/statuses/960351387052888065;960351387052888065;2018-02-05 01:16:27 -0200;2018-02-05 01:34:53 -0200;tatymartinss;52713397;https://pbs.twimg.com/profile_images/947993940128563200/8OLXkcWY_normal.jpg;;twitter;;superbowl;negativa;193;-14.235004;-51.92528;
Brasil;191;Twitter - Palavra chave;Posso atÇ t† torcendo pros Eagles, mas n∆o tem como n∆o ficar apaixonado pelo Gronkowski #SuperBowl;http://twitter.com/jordan_stark_/statuses/960351385152868352;960351385152868352;2018-02-05 01:16:27 -0200;2018-02-05 01:34:58 -0200;jordan_stark_;728778621842788353;https://pbs.twimg.com/profile_images/816383910905053185/pwLialor_normal.jpg;;twitter;;superbowl;positiva;169;;;
Brasil;192;Twitter - Palavra chave;RT @aamandapbaptis: Gente esse fandon Ç MUITO fofo e muito foda.+/- em 40 min,subiram tag, em dia de pared∆o,Superbowl e dia de futebol.  F?;http://twitter.com/beasoidan/statuses/960351384372686849;960351384372686849;2018-02-05 01:16:27 -0200;2018-02-05 01:35:00 -0200;beasoidan;262254964;https://pbs.twimg.com/profile_images/948527240752582656/YXEpeJUn_normal.jpg;;twitter;;superbowl;positiva;851;-12.9730401;-38.502304;
Brasil;193;Twitter - Palavra chave;"RT @thiagonoggueira: S¢ eu acho que torcer pro ""time pequeno"" Ç muito melhor? #SuperBowl #FlyEaglesFly";http://twitter.com/brenohlins/statuses/960351381763842048;960351381763842048;2018-02-05 01:16:26 -0200;2018-02-05 01:35:05 -0200;brenohlins;720190951;https://pbs.twimg.com/profile_images/948614317720723456/8Xw9oGuX_normal.jpg;;twitter;;superbowl;positiva;2539;-8.0578381;-34.8828969;M
Brasil;194;Twitter - Palavra chave;RT @omelete: Vingadores: Guerra Infinita ter† um novo comercial durante o #superbowl e ganhou diversos emojis em preparaá∆o #IronMan   #Tho?;http://twitter.com/danielfilipe098/statuses/960351382401318914;960351382401318914;2018-02-05 01:16:26 -0200;2018-02-05 01:35:03 -0200;danielfilipe098;153549678;https://pbs.twimg.com/profile_images/955956493135773696/hgLurBlh_normal.jpg;;twitter;;superbowl;negativa;459;-19.9930478;-43.84855659999999;
Brasil;195;Twitter - Palavra chave;o que a giselle tava vendo no celular #SuperBowl #SuperBowlnaESPN https://t.co/ixIs36fMlm;http://twitter.com/KaioSacramento/statuses/960351383160487936;960351383160487936;2018-02-05 01:16:26 -0200;2018-02-05 01:35:01 -0200;KaioSacramento;82105603;https://pbs.twimg.com/profile_images/948958019613790208/zbS4Adum_normal.jpg;https://pbs.twimg.com/media/DVPaYNNX4AAf5Ka.jpg;twitter;;superbowl;negativa;2147;13.794185;-88.89653;
Brasil;196;Twitter - Palavra chave;RT @MoisesLima10: Vit¢ria do @Palmeiras no cl†ssico + Superbowl! ?Nois t† como?? :joy::facepunch::skin-tone-3::football: #SuperBowlnaESPN https://t.co/18UBiglCgd;http://twitter.com/fersilva1895/statuses/960351382908952578;960351382908952578;2018-02-05 01:16:26 -0200;2018-02-05 01:35:02 -0200;fersilva1895;3389234307;https://pbs.twimg.com/profile_images/789189340073046016/FM_Vi5QL_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVOasyKWsAIHu2g.jpg;twitter;;superbowl;neutra;9;-29.1952209;-49.9476345;
Brasil;197;Twitter - Palavra chave;13 segundos #SuperBowl;http://twitter.com/Joheruchan/statuses/960351379683409922;960351379683409922;2018-02-05 01:16:26 -0200;2018-02-05 01:35:05 -0200;Joheruchan;90225527;https://pbs.twimg.com/profile_images/947982010299142144/sJtRSx_D_normal.jpg;;twitter;;superbowl;neutra;2202;6.42375;-66.58973;M
Brasil;198;Twitter - Palavra chave;Gente e o super bowl!!!;http://twitter.com/EduardoNicoleit/statuses/960351378718842880;960351378718842880;2018-02-05 01:16:25 -0200;2018-02-05 01:24:55 -0200;EduardoNicoleit;310962978;https://pbs.twimg.com/profile_images/956358864630439936/6AsjjGhh_normal.jpg;;twitter;;"""super bowl""";neutra;662;-28.6727702;-49.3733771;
Brasil;199;Twitter - Palavra chave;RT @ibismania: Meu time no futebol americano seria esse... #SuperBowl https://t.co/MyEobBWIVx;http://twitter.com/mv6ix/statuses/960351375958962176;960351375958962176;2018-02-05 01:16:25 -0200;2018-02-05 01:35:10 -0200;mv6ix;796078858973888513;https://pbs.twimg.com/profile_images/960286314682814467/71pCabGQ_normal.jpg;https://pbs.twimg.com/media/DVPZpVdWAAA4HRq.jpg;twitter;;superbowl;negativa;616;20.593684;78.96288;
Brasil;200;Twitter - Palavra chave;RT @forumpandlr: O dia em que o pop brasileiro ofuscou o show do Superbowl. https://t.co/F9oaaOwCrN;http://twitter.com/cadutopia/statuses/960351377267535872;960351377267535872;2018-02-05 01:16:25 -0200;2018-02-05 01:35:08 -0200;cadutopia;786060734346190848;https://pbs.twimg.com/profile_images/951601346410614785/TOPQUW7M_normal.jpg;https://pbs.twimg.com/ext_tw_video_thumb/960267989512794112/pu/img/Al_u4G7asgrVkkWV.jpg;twitter;;superbowl;negativa;1342;-22.9068467;-43.1728965;
Brasil;201;Twitter - Palavra chave;"#Eagles 41 #GoPats 33  A 20""de concluir el 4toQ #SuperBowl  #ADNSiempreEnSuperbowl https://t.co/SwrZW6js57";http://twitter.com/adnazteca/statuses/960351377678532608;960351377678532608;2018-02-05 01:16:25 -0200;2018-02-05 01:35:06 -0200;adnazteca;2155201004;https://pbs.twimg.com/profile_images/951514144745730048/hNKSx8aT_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPae6iVQAASfps.jpg;twitter;;superbowl;negativa;51290;23.634501;-102.552784;
Brasil;202;Twitter - Palavra chave;RT @Happy_Endlich: Eu no fim desse jogo.  #SuperBowlnaESPN #SuperBowlˇ #FlyEaglesFly https://t.co/O36iP1y1Hm;http://twitter.com/ClaudioCosta0/statuses/960351378009935873;960351378009935873;2018-02-05 01:16:25 -0200;2018-02-05 01:35:06 -0200;ClaudioCosta0;2801141651;https://pbs.twimg.com/profile_images/635300401999413248/iH7JaDmT_normal.jpg;https://pbs.twimg.com/media/DVPaVRNWkAAuBGi.jpg;twitter;;superbowl;negativa;99;-29.1634031;-51.1796683;M
Brasil;203;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/RodrigodeAlenc3/statuses/960351376969797633;960351376969797633;2018-02-05 01:16:25 -0200;2018-02-05 01:35:08 -0200;RodrigodeAlenc3;771870008423178240;https://pbs.twimg.com/profile_images/911700083997016065/D9wRFnvs_normal.jpg;;twitter;;superbowl;positiva;64;-10.4322235;-62.47929209999999;M
Brasil;204;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/lulinhacasanova/statuses/960351374239289344;960351374239289344;2018-02-05 01:16:24 -0200;2018-02-05 01:35:11 -0200;lulinhacasanova;366054205;https://pbs.twimg.com/profile_images/847966291260518400/NpHg5jTL_normal.jpg;;twitter;;superbowl;positiva;168;41.87194;12.56738;F
Brasil;205;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/winbitcher/statuses/960351374209900544;960351374209900544;2018-02-05 01:16:24 -0200;2018-02-05 01:35:12 -0200;winbitcher;64074744;https://pbs.twimg.com/profile_images/960193990510436353/6Hsp1oSe_normal.jpg;;twitter;;superbowl;positiva;307;-14.235004;-51.92528;
Brasil;206;Twitter - Palavra chave;RT @Esp_Interativo: O @Eagles Tµ MUITO PERTO DE UMA VIT‡RIA HIST‡RICA!   #SuperBowl  #FlyEaglesFly https://t.co/DJKZOq7bAP;http://twitter.com/Vitin_Lanzoni9/statuses/960351372309925889;960351372309925889;2018-02-05 01:16:24 -0200;2018-02-05 01:35:15 -0200;Vitin_Lanzoni9;3306153377;https://pbs.twimg.com/profile_images/925103315859492870/8uWgaN9x_normal.jpg;https://pbs.twimg.com/tweet_video_thumb/DVPZu1tW0AA0kTG.jpg;twitter;;superbowl;positiva;322;-21.4653903;-43.1172151;
Brasil;207;Twitter - Palavra chave;RT @essediafoilouco: Esse #SuperBowl seria melhor se tivesse:  - cachorro em campo - escanteio com escudo da PM - sinalizador - t£nel infl†?;http://twitter.com/_samuell21_/statuses/960351371332608000;960351371332608000;2018-02-05 01:16:24 -0200;2018-02-05 01:35:18 -0200;_samuell21_;2587946741;https://pbs.twimg.com/profile_images/960292218249646080/opAu-N_w_normal.jpg;;twitter;;superbowl;positiva;350;-19.9166813;-43.9344931;
Brasil;208;Twitter - Palavra chave;RT @expeditopaz: Nesses segundos finais do #SuperBowl https://t.co/tCtA7Sl4Tm;http://twitter.com/M_Amoedo/statuses/960351371294838784;960351371294838784;2018-02-05 01:16:24 -0200;2018-02-05 01:35:18 -0200;M_Amoedo;207712806;https://pbs.twimg.com/profile_images/955071969032134656/9gsuD-Ou_normal.jpg;https://pbs.twimg.com/media/DVPaHrRW4AA9ls4.jpg;twitter;;superbowl;negativa;630;13.794185;-88.89653;M
Brasil;209;Twitter - Palavra chave;''Amiga, vocà n∆o sabe o que aconteceu'' #Superbowl #SuperBowlnaESPN https://t.co/lQGpymDmqa;http://twitter.com/PedroLeitte/statuses/960351372184039426;960351372184039426;2018-02-05 01:16:24 -0200;2018-02-05 01:35:17 -0200;PedroLeitte;55662595;https://pbs.twimg.com/profile_images/866528902033887232/fq6O4gHS_normal.jpg;https://pbs.twimg.com/media/DVPaeQvWAAEV_SZ.jpg;twitter;;superbowl;negativa;1941;-15.6014109;-56.0978917;M
Brasil;210;Twitter - Palavra chave;Termina logo essa merda! A £nica coisa boa que essa caralha de temporada vai me proporcionar s∆o os memes de quem perder o #SuperBowl;http://twitter.com/enoque_maciel/statuses/960351373828214784;960351373828214784;2018-02-05 01:16:24 -0200;2018-02-05 01:35:13 -0200;enoque_maciel;2198511550;https://pbs.twimg.com/profile_images/955640245772607490/PqmgBG9k_normal.jpg;;twitter;;superbowl;negativa;1057;;;
